Date,Close,Adj Close
2020-01-01,130.802002,130.802002
2020-01-02,127.410179,127.410179
2020-01-03,134.171707,134.171707
2020-01-04,135.069366,135.069366
2020-01-05,136.276779,136.276779
2020-01-06,144.304153,144.304153
2020-01-07,143.543991,143.543991
2020-01-08,141.258133,141.258133
2020-01-09,138.979202,138.979202
2020-01-10,143.963776,143.963776
2020-01-11,142.927109,142.927109
2020-01-12,145.873932,145.873932
2020-01-13,144.226593,144.226593
2020-01-14,165.955353,165.955353
2020-01-15,166.230682,166.230682
2020-01-16,164.391006,164.391006
2020-01-17,170.779953,170.779953
2020-01-18,175.365677,175.365677
2020-01-19,166.969849,166.969849
2020-01-20,167.120514,167.120514
2020-01-21,169.697159,169.697159
2020-01-22,168.294159,168.294159
2020-01-23,162.928558,162.928558
2020-01-24,163.051178,163.051178
2020-01-25,161.283936,161.283936
2020-01-26,168.077103,168.077103
2020-01-27,170.930893,170.930893
2020-01-28,176.370316,176.370316
2020-01-29,175.050339,175.050339
2020-01-30,184.690475,184.690475
2020-01-31,180.160172,180.160172
2020-02-01,183.67395,183.67395
2020-02-02,188.617538,188.617538
2020-02-03,189.865067,189.865067
2020-02-04,189.250595,189.250595
2020-02-05,204.23024,204.23024
2020-02-06,212.339081,212.339081
2020-02-07,222.726059,222.726059
2020-02-08,223.146515,223.146515
2020-02-09,228.578568,228.578568
2020-02-10,223.522705,223.522705
2020-02-11,235.851196,235.851196
2020-02-12,265.406128,265.406128
2020-02-13,268.099243,268.099243
2020-02-14,284.217499,284.217499
2020-02-15,264.728577,264.728577
2020-02-16,259.894714,259.894714
2020-02-17,266.363434,266.363434
2020-02-18,281.94458,281.94458
2020-02-19,259.763977,259.763977
2020-02-20,257.949463,257.949463
2020-02-21,265.600616,265.600616
2020-02-22,262.331726,262.331726
2020-02-23,273.75415,273.75415
2020-02-24,265.216431,265.216431
2020-02-25,247.817596,247.817596
2020-02-26,225.680267,225.680267
2020-02-27,226.753387,226.753387
2020-02-28,226.760498,226.760498
2020-02-29,219.848511,219.848511
