Date,Close,Adj Close
2020-01-01,7200.174316,7200.174316
2020-01-02,6985.470215,6985.470215
2020-01-03,7344.884277,7344.884277
2020-01-04,7410.656738,7410.656738
2020-01-05,7411.317383,7411.317383
2020-01-06,7769.219238,7769.219238
2020-01-07,8163.692383,8163.692383
2020-01-08,8079.862793,8079.862793
2020-01-09,7879.071289,7879.071289
2020-01-10,8166.554199,8166.554199
2020-01-11,8037.537598,8037.537598
2020-01-12,8192.494141,8192.494141
2020-01-13,8144.194336,8144.194336
2020-01-14,8827.764648,8827.764648
2020-01-15,8807.010742,8807.010742
2020-01-16,8723.786133,8723.786133
2020-01-17,8929.038086,8929.038086
2020-01-18,8942.808594,8942.808594
2020-01-19,8706.245117,8706.245117
2020-01-20,8657.642578,8657.642578
2020-01-21,8745.894531,8745.894531
2020-01-22,8680.875977,8680.875977
2020-01-23,8406.515625,8406.515625
2020-01-24,8445.43457,8445.43457
2020-01-25,8367.847656,8367.847656
2020-01-26,8596.830078,8596.830078
2020-01-27,8909.819336,8909.819336
2020-01-28,9358.589844,9358.589844
2020-01-29,9316.629883,9316.629883
2020-01-30,9508.993164,9508.993164
2020-01-31,9350.529297,9350.529297
2020-02-01,9392.875,9392.875
2020-02-02,9344.365234,9344.365234
2020-02-03,9293.521484,9293.521484
2020-02-04,9180.962891,9180.962891
2020-02-05,9613.423828,9613.423828
2020-02-06,9729.801758,9729.801758
2020-02-07,9795.943359,9795.943359
2020-02-08,9865.119141,9865.119141
2020-02-09,10116.673828,10116.673828
2020-02-10,9856.611328,9856.611328
2020-02-11,10208.236328,10208.236328
2020-02-12,10326.054688,10326.054688
2020-02-13,10214.379883,10214.379883
2020-02-14,10312.116211,10312.116211
2020-02-15,9889.424805,9889.424805
2020-02-16,9934.433594,9934.433594
2020-02-17,9690.142578,9690.142578
2020-02-18,10141.996094,10141.996094
2020-02-19,9633.386719,9633.386719
2020-02-20,9608.475586,9608.475586
2020-02-21,9686.441406,9686.441406
2020-02-22,9663.181641,9663.181641
2020-02-23,9924.515625,9924.515625
2020-02-24,9650.174805,9650.174805
2020-02-25,9341.705078,9341.705078
2020-02-26,8820.522461,8820.522461
2020-02-27,8784.494141,8784.494141
2020-02-28,8672.455078,8672.455078
2020-02-29,8599.508789,8599.508789
2020-03-01,8562.454102,8562.454102
2020-03-02,8869.669922,8869.669922
2020-03-03,8787.786133,8787.786133
2020-03-04,8755.246094,8755.246094
2020-03-05,9078.762695,9078.762695
2020-03-06,9122.545898,9122.545898
2020-03-07,8909.954102,8909.954102
2020-03-08,8108.116211,8108.116211
2020-03-09,7923.644531,7923.644531
2020-03-10,7909.729492,7909.729492
2020-03-11,7911.430176,7911.430176
2020-03-12,4970.788086,4970.788086
2020-03-13,5563.707031,5563.707031
2020-03-14,5200.366211,5200.366211
2020-03-15,5392.314941,5392.314941
2020-03-16,5014.47998,5014.47998
2020-03-17,5225.629395,5225.629395
2020-03-18,5238.438477,5238.438477
2020-03-19,6191.192871,6191.192871
2020-03-20,6198.77832,6198.77832
2020-03-21,6185.066406,6185.066406
2020-03-22,5830.254883,5830.254883
2020-03-23,6416.314941,6416.314941
2020-03-24,6734.803711,6734.803711
2020-03-25,6681.062988,6681.062988
2020-03-26,6716.44043,6716.44043
2020-03-27,6469.79834,6469.79834
2020-03-28,6242.193848,6242.193848
2020-03-29,5922.042969,5922.042969
2020-03-30,6429.841797,6429.841797
2020-03-31,6438.644531,6438.644531
2020-04-01,6606.776367,6606.776367
2020-04-02,6793.624512,6793.624512
2020-04-03,6733.387207,6733.387207
2020-04-04,6867.527344,6867.527344
2020-04-05,6791.129395,6791.129395
2020-04-06,7271.78125,7271.78125
2020-04-07,7176.414551,7176.414551
2020-04-08,7334.098633,7334.098633
2020-04-09,7302.089355,7302.089355
2020-04-10,6865.493164,6865.493164
2020-04-11,6859.083008,6859.083008
2020-04-12,6971.091797,6971.091797
2020-04-13,6845.037598,6845.037598
2020-04-14,6842.427734,6842.427734
2020-04-15,6642.109863,6642.109863
2020-04-16,7116.804199,7116.804199
2020-04-17,7096.18457,7096.18457
2020-04-18,7257.665039,7257.665039
2020-04-19,7189.424805,7189.424805
2020-04-20,6881.958496,6881.958496
2020-04-21,6880.323242,6880.323242
2020-04-22,7117.20752,7117.20752
2020-04-23,7429.724609,7429.724609
2020-04-24,7550.900879,7550.900879
2020-04-25,7569.936035,7569.936035
2020-04-26,7679.867188,7679.867188
2020-04-27,7795.601074,7795.601074
2020-04-28,7807.058594,7807.058594
2020-04-29,8801.038086,8801.038086
2020-04-30,8658.553711,8658.553711
2020-05-01,8864.766602,8864.766602
2020-05-02,8988.59668,8988.59668
2020-05-03,8897.46875,8897.46875
2020-05-04,8912.654297,8912.654297
2020-05-05,9003.070313,9003.070313
2020-05-06,9268.761719,9268.761719
2020-05-07,9951.518555,9951.518555
2020-05-08,9842.666016,9842.666016
2020-05-09,9593.896484,9593.896484
2020-05-10,8756.430664,8756.430664
2020-05-11,8601.795898,8601.795898
2020-05-12,8804.477539,8804.477539
2020-05-13,9269.987305,9269.987305
2020-05-14,9733.72168,9733.72168
2020-05-15,9328.197266,9328.197266
2020-05-16,9377.013672,9377.013672
2020-05-17,9670.739258,9670.739258
2020-05-18,9726.575195,9726.575195
2020-05-19,9729.038086,9729.038086
2020-05-20,9522.981445,9522.981445
2020-05-21,9081.761719,9081.761719
2020-05-22,9182.577148,9182.577148
2020-05-23,9209.287109,9209.287109
2020-05-24,8790.368164,8790.368164
2020-05-25,8906.93457,8906.93457
2020-05-26,8835.052734,8835.052734
2020-05-27,9181.017578,9181.017578
2020-05-28,9525.750977,9525.750977
2020-05-29,9439.124023,9439.124023
2020-05-30,9700.414063,9700.414063
2020-05-31,9461.058594,9461.058594
2020-06-01,10167.268555,10167.268555
2020-06-02,9529.803711,9529.803711
2020-06-03,9656.717773,9656.717773
2020-06-04,9800.636719,9800.636719
2020-06-05,9665.533203,9665.533203
2020-06-06,9653.679688,9653.679688
2020-06-07,9758.852539,9758.852539
2020-06-08,9771.489258,9771.489258
2020-06-09,9795.700195,9795.700195
2020-06-10,9870.094727,9870.094727
2020-06-11,9321.78125,9321.78125
2020-06-12,9480.84375,9480.84375
2020-06-13,9475.277344,9475.277344
2020-06-14,9386.788086,9386.788086
2020-06-15,9450.702148,9450.702148
2020-06-16,9538.024414,9538.024414
2020-06-17,9480.254883,9480.254883
2020-06-18,9411.84082,9411.84082
2020-06-19,9288.018555,9288.018555
2020-06-20,9332.34082,9332.34082
2020-06-21,9303.629883,9303.629883
2020-06-22,9648.717773,9648.717773
2020-06-23,9629.658203,9629.658203
2020-06-24,9313.610352,9313.610352
2020-06-25,9264.813477,9264.813477
2020-06-26,9162.917969,9162.917969
2020-06-27,9045.390625,9045.390625
2020-06-28,9143.582031,9143.582031
2020-06-29,9190.854492,9190.854492
2020-06-30,9137.993164,9137.993164
2020-07-01,9228.325195,9228.325195
2020-07-02,9123.410156,9123.410156
2020-07-03,9087.303711,9087.303711
2020-07-04,9132.488281,9132.488281
2020-07-05,9073.942383,9073.942383
2020-07-06,9375.474609,9375.474609
2020-07-07,9252.277344,9252.277344
2020-07-08,9428.333008,9428.333008
2020-07-09,9277.967773,9277.967773
2020-07-10,9278.807617,9278.807617
2020-07-11,9240.34668,9240.34668
2020-07-12,9276.5,9276.5
2020-07-13,9243.614258,9243.614258
2020-07-14,9243.213867,9243.213867
2020-07-15,9192.836914,9192.836914
2020-07-16,9132.227539,9132.227539
2020-07-17,9151.392578,9151.392578
2020-07-18,9159.040039,9159.040039
2020-07-19,9185.817383,9185.817383
2020-07-20,9164.231445,9164.231445
2020-07-21,9374.887695,9374.887695
2020-07-22,9525.363281,9525.363281
2020-07-23,9581.072266,9581.072266
2020-07-24,9536.892578,9536.892578
2020-07-25,9677.113281,9677.113281
2020-07-26,9905.166992,9905.166992
2020-07-27,10990.873047,10990.873047
2020-07-28,10912.823242,10912.823242
2020-07-29,11100.467773,11100.467773
2020-07-30,11111.213867,11111.213867
2020-07-31,11323.466797,11323.466797
2020-08-01,11759.592773,11759.592773
2020-08-02,11053.614258,11053.614258
2020-08-03,11246.348633,11246.348633
2020-08-04,11205.892578,11205.892578
2020-08-05,11747.022461,11747.022461
