Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,0.192912,0.194362,0.192107,0.192667,0.192667,1041134003
2020-01-02,0.192708,0.192896,0.186947,0.188043,0.188043,1085351426
2020-01-03,0.187948,0.194070,0.185846,0.193521,0.193521,1270017043
2020-01-04,0.193521,0.194653,0.191835,0.194355,0.194355,999331594
2020-01-05,0.194367,0.199223,0.193884,0.195537,0.195537,1168067557
2020-01-06,0.195536,0.223832,0.195068,0.221510,0.221510,2301679290
2020-01-07,0.221576,0.223386,0.209047,0.213917,0.213917,2237698314
2020-01-08,0.213834,0.216704,0.205214,0.209026,0.209026,1782128652
2020-01-09,0.209110,0.209142,0.202589,0.204899,0.204899,1341130889
2020-01-10,0.204908,0.212403,0.201820,0.212306,0.212306,1693646276
2020-01-11,0.212097,0.218971,0.210054,0.211851,0.211851,1655817070
2020-01-12,0.212151,0.216371,0.211533,0.215633,0.215633,1496128430
2020-01-13,0.215624,0.215687,0.210601,0.212617,0.212617,1321442559
2020-01-14,0.212528,0.241832,0.212379,0.234687,0.234687,2639844916
2020-01-15,0.234504,0.240997,0.227920,0.232895,0.232895,2590278224
2020-01-16,0.232881,0.233568,0.224055,0.228574,0.228574,2066952513
2020-01-17,0.228725,0.243156,0.226576,0.238776,0.238776,2418043081
2020-01-18,0.238880,0.251187,0.233148,0.243286,0.243286,2391157804
2020-01-19,0.243367,0.249569,0.229278,0.235585,0.235585,2211717302
2020-01-20,0.235384,0.235748,0.225986,0.233296,0.233296,1723535818
2020-01-21,0.233340,0.240264,0.231539,0.237166,0.237166,1701652845
2020-01-22,0.237263,0.238689,0.234236,0.236056,0.236056,1517150861
2020-01-23,0.236173,0.236284,0.223069,0.226104,0.226104,1600294983
2020-01-24,0.226201,0.226314,0.215389,0.223041,0.223041,1706347379
2020-01-25,0.223049,0.223150,0.217737,0.220427,0.220427,1373179560
2020-01-26,0.220345,0.231344,0.219327,0.230686,0.230686,1583964764
2020-01-27,0.230532,0.234634,0.226982,0.231222,0.231222,1722593699
2020-01-28,0.231206,0.239931,0.230945,0.238488,0.238488,2052700894
2020-01-29,0.238691,0.241267,0.235322,0.235730,0.235730,1883265674
2020-01-30,0.235607,0.245961,0.231997,0.243642,0.243642,2125017678
2020-01-31,0.243618,0.244273,0.234905,0.239233,0.239233,1892170752
2020-02-01,0.239191,0.242612,0.237781,0.241455,0.241455,1592451417
2020-02-02,0.241321,0.259259,0.237002,0.250734,0.250734,2477130012
2020-02-03,0.250570,0.256370,0.248154,0.254627,0.254627,2156814065
2020-02-04,0.254557,0.269576,0.248820,0.266808,0.266808,2900951896
2020-02-05,0.266692,0.281039,0.266692,0.277468,0.277468,3332447611
2020-02-06,0.277542,0.285939,0.273494,0.282214,0.282214,3079150333
