Date,Close,Adj Close
2017-01-03,5.429583,5.418375
2017-01-04,5.522083,5.510684
2017-01-05,5.62,5.608398
2017-01-06,5.7625,5.750604
2017-01-09,5.820833,5.808817
2017-01-10,5.854167,5.842083
2017-01-11,5.899167,5.88699
2017-01-12,5.869167,5.857051
2017-01-13,5.936667,5.924412
2017-01-17,5.880833,5.868694
2017-01-18,5.920833,5.908611
2017-01-19,5.905,5.892811
2017-01-20,5.943333,5.931065
2017-01-23,5.956667,5.944371
2017-01-24,6.080833,6.06828
2017-01-25,6.258333,6.245414
2017-01-26,6.284167,6.271194
2017-01-27,6.314167,6.301133
2017-01-30,6.170833,6.158095
2017-01-31,6.136667,6.124
2017-02-01,6.253333,6.240425
2017-02-02,6.2375,6.224624
2017-02-03,6.291667,6.278679
2017-02-06,6.315,6.301964
2017-02-07,6.38,6.36683
2017-02-08,6.415833,6.402589
2017-02-09,6.4825,6.469119
2017-02-10,6.546667,6.533153
2017-02-13,6.661667,6.647915
2017-02-14,6.724167,6.710286
2017-02-15,6.84,6.825881
2017-02-16,6.834167,6.820059
2017-02-17,6.92,6.905715
2017-02-21,7.03,7.015488
2017-02-22,7.030833,7.016319
2017-02-23,6.955,6.940643
2017-02-24,6.9925,6.978065
2017-02-27,7.013333,6.998856
2017-02-28,6.958333,6.943969
2017-03-01,7.183333,7.168504
2017-03-02,7.07,7.055406
2017-03-03,7.106667,7.091997
2017-03-06,7.0575,7.042932
2017-03-07,7.0225,7.008004
2017-03-08,7.058333,7.043763
2017-03-09,7.08,7.065384
2017-03-10,7.1575,7.142725
2017-03-13,7.199167,7.184306
2017-03-14,7.145833,7.131082
2017-03-15,7.270833,7.255824
2017-03-16,7.266667,7.251667
2017-03-17,7.249167,7.234202
2017-03-20,7.270833,7.255824
2017-03-21,6.946667,6.932327
2017-03-22,7.083333,7.068711
2017-03-23,7.026667,7.012162
2017-03-24,7.065,7.050416
2017-03-27,7.1025,7.087839
2017-03-28,7.235833,7.220896
2017-03-29,7.331667,7.316533
2017-03-30,7.368333,7.353123
2017-03-31,7.350833,7.335659
2017-04-03,7.335,7.319859
2017-04-04,7.368333,7.353123
2017-04-05,7.284167,7.26913
2017-04-06,7.29,7.274951
2017-04-07,7.281667,7.266636
2017-04-10,7.29,7.274951
2017-04-11,7.198333,7.183474
2017-04-12,7.103333,7.08867
2017-04-13,7.019167,7.004678
2017-04-17,7.185833,7.171
2017-04-18,7.165,7.150209
2017-04-19,7.19,7.175158
2017-04-20,7.364167,7.348966
2017-04-21,7.360833,7.345638
2017-04-24,7.628333,7.612586
2017-04-25,7.7975,7.781404
2017-04-26,7.763333,7.747307
2017-04-27,7.899167,7.882861
2017-04-28,7.944167,7.927768
2017-05-01,8.144167,8.127356
2017-05-02,8.1925,8.175589
2017-05-03,8.111667,8.094922
2017-05-04,8.12,8.103238
2017-05-05,8.208333,8.191389
2017-05-08,8.2575,8.240455
2017-05-09,8.348333,8.3311
2017-05-10,8.361667,8.344405
2017-05-11,8.341667,8.324449
2017-05-12,8.395833,8.378501
